i,timestamp(ns),AX(m/s2),AY(m/s2),AZ(m/s2),GX(rad/s),GY(rad/s),GZ(rad/s),T(C)
1537,100658516467,-0.15759,0.27190,-9.66283,-0.00237,0.00825,-0.00550,38.64
1538,100659391349,0.10478,0.60712,-9.72021,0.00509,0.00612,-0.00443,38.63
1539,100660266231,0.17634,0.63585,-9.69630,0.01361,0.00399,0.00090,38.63
1540,100661146589,-0.10512,0.36768,-9.63892,0.01254,0.00612,0.00303,38.63
1541,100662026939,-0.30548,0.16655,-9.60545,0.00296,0.00399,-0.00123,38.63
1542,100662907289,-0.24346,0.15697,-9.62457,-0.00130,0.00505,-0.00337,38.63
1543,100663787639,-0.05741,0.45388,-9.72977,-0.00557,0.00612,-0.00869,38.63
1544,100664667989,0.16203,0.68373,-9.76803,-0.00237,0.00186,-0.00123,38.63
1545,100665548339,0.08570,0.54007,-9.66283,0.00083,-0.00027,0.00303,38.63
1546,100666428689,-0.21007,0.27190,-9.61023,0.00189,0.00399,0.00303,38.62
1547,100667309039,-0.27208,0.15219,-9.61023,-0.00343,0.00825,-0.00123,38.62
1548,100668189389,-0.14328,0.27669,-9.65326,-0.00237,0.00505,-0.00763,38.62
1549,100669069739,0.07616,0.63106,-9.71543,-0.00130,0.00292,-0.00550,38.62
1550,100669944685,0.18111,0.69331,-9.71065,-0.00024,0.00079,0.00090,38.62
1551,100670819622,-0.06218,0.42035,-9.66761,0.00509,-0.00027,0.00516,38.62
1552,100671694559,-0.29594,0.19528,-9.63892,0.00083,0.00612,0.00729,38.63
1553,100672569496,-0.24823,0.12824,-9.62936,-0.00237,0.00612,-0.00017,38.63
1554,100673444433,-0.04787,0.34852,-9.68674,-0.00343,0.00932,-0.00017,38.63
1555,100674319370,0.19065,0.65500,-9.74412,-0.00237,0.00719,0.00303,38.63
1556,100675194307,0.13818,0.59275,-9.72977,0.00296,-0.00347,0.00303,38.63
1557,100676069244,-0.18144,0.31021,-9.68196,0.00509,-0.00134,0.00090,38.63
1558,100676944181,-0.30071,0.15219,-9.63414,0.00402,0.00079,-0.00337,38.63
1559,100677819118,-0.16713,0.19528,-9.61979,0.00296,0.00186,-0.00230,38.63
1560,100678693689,0.06185,0.51134,-9.68196,0.00509,0.00825,-0.00443,38.63
1561,100679568254,0.22882,0.67416,-9.72499,0.00828,0.00825,0.00196,38.63
1562,100680442819,0.03800,0.47303,-9.66283,0.00828,0.00292,0.00622,38.63
1563,100681317384,-0.26731,0.21923,-9.63892,0.00509,0.00399,0.00409,38.63
1564,100682191949,-0.30071,0.12345,-9.66283,-0.00130,0.00186,-0.00230,38.63
1565,100683066514,-0.14328,0.30542,-9.72021,-0.00130,0.00186,-0.00443,38.64
1566,100683941079,0.08570,0.63585,-9.77281,0.00189,-0.00240,-0.00123,38.64
1567,100684815644,0.11432,0.64064,-9.75846,0.00615,0.00079,0.00196,38.64
1568,100685690209,-0.17667,0.35331,-9.70108,0.00296,0.00505,-0.00017,38.64
1569,100686564774,-0.35795,0.15697,-9.65326,-0.00343,0.00719,-0.00123,38.64
1570,100687440097,-0.25300,0.15219,-9.65805,-0.00770,0.00399,-0.00550,38.64
1571,100688315415,-0.02402,0.44909,-9.73934,-0.00663,0.00079,-0.00550,38.64
1572,100689190733,0.18588,0.66458,-9.78237,-0.00024,-0.00027,0.00090,38.64
1573,100690066051,0.08093,0.48740,-9.69152,0.00083,-0.00347,0.00622,38.63
1574,100690941369,-0.23392,0.22880,-9.61979,-0.00024,0.00079,0.00622,38.63
1575,100691816687,-0.31502,0.13782,-9.62936,-0.00343,0.00292,-0.00123,38.63
1576,100692692005,-0.17667,0.27669,-9.69630,-0.00557,0.01038,-0.00550,38.63
1577,100693567323,0.06662,0.61190,-9.74890,-0.00343,0.00825,-0.00550,38.63
1578,100694442641,0.19542,0.65500,-9.72499,0.00402,0.00399,-0.00017,38.63
1579,100695317959,-0.04310,0.41557,-9.66761,0.00722,0.00612,0.00516,38.63
1580,100696193172,-0.28162,0.21444,-9.62457,0.00509,0.00505,-0.00017,38.63
1581,100697068379,-0.24346,0.16655,-9.60545,0.00189,0.00505,-0.00443,38.63
1582,100697943586,-0.05741,0.40120,-9.69630,-0.00024,0.00719,-0.00337,38.63
1583,100698818793,0.19065,0.67416,-9.76803,0.00296,0.00932,-0.00123,38.63
1584,100699694000,0.15249,0.57838,-9.73456,0.00722,0.00825,0.00196,38.63
1585,100700569207,-0.18622,0.29585,-9.69152,0.00828,0.01038,0.00196,38.63
1586,100701444414,-0.35318,0.14261,-9.64370,0.00189,0.00612,-0.00337,38.63
1587,100702319621,-0.24823,0.19049,-9.65805,-0.00343,0.00505,-0.00443,38.63
1588,100703194828,0.01414,0.51134,-9.71543,-0.00343,0.00505,-0.00443,38.62
1589,100704070035,0.22405,0.65979,-9.72021,0.00083,0.00399,-0.00017,38.62
1590,100704945288,0.02369,0.46824,-9.65805,0.00296,-0.00027,0.00409,38.63
1591,100705820541,-0.30071,0.22402,-9.62936,0.00189,0.00399,0.00196,38.63
1592,100706695794,-0.31025,0.11866,-9.61023,-0.00237,0.00612,-0.00230,38.62
1593,100707571047,-0.15759,0.30064,-9.64370,-0.00450,0.00825,-0.00337,38.62
1594,100708446300,0.09524,0.61190,-9.71065,-0.00343,0.00292,-0.00123,38.62
1595,100709321553,0.17634,0.59275,-9.67717,-0.00024,-0.00773,0.00303,38.62
1596,100710196806,-0.11943,0.31500,-9.61023,-0.00130,-0.00453,0.00196,38.62
1597,100711072059,-0.31979,0.16176,-9.59110,-0.00237,0.00079,-0.00017,38.62
1598,100711947312,-0.24346,0.15219,-9.60545,-0.00343,0.00292,-0.00443,38.62
1599,100712822565,-0.02879,0.40599,-9.68674,-0.00237,0.00292,-0.00550,38.62
1600,100713697338,0.20496,0.61669,-9.74412,0.00296,0.00186,-0.00123,38.62
1601,100714572110,0.08570,0.46824,-9.65805,0.00615,-0.00240,0.00303,38.62
1602,100715446882,-0.24823,0.22402,-9.58632,0.00509,0.00505,0.00090,38.62
1603,100716321654,-0.31502,0.12345,-9.58632,0.00722,0.00719,-0.00230,38.62
1604,100717196426,-0.18622,0.26233,-9.65805,0.00402,0.00399,-0.00656,38.62
1605,100718071198,0.02846,0.60712,-9.73934,0.00402,0.00719,-0.00337,38.62
1606,100718945970,0.17634,0.65500,-9.72021,0.00509,0.00932,0.00090,38.62
1607,100719820742,-0.04310,0.39162,-9.65326,0.00722,0.00825,0.00303,38.62
1608,100720695514,-0.29594,0.19049,-9.62457,0.00296,0.00825,0.00196,38.62
1609,100721570286,-0.27685,0.13782,-9.61979,0.00189,0.00932,-0.00337,38.63
1610,100722445633,-0.07649,0.35810,-9.66283,-0.00237,0.01145,-0.00869,38.63
1611,100723320977,0.16680,0.64064,-9.72021,-0.00024,0.01251,-0.00230,38.63
1612,100724196321,0.12864,0.56402,-9.68196,0.00509,0.01038,0.00409,38.63
1613,100725071665,-0.16236,0.29585,-9.64370,0.00509,0.00399,0.00622,38.63
1614,100725947009,-0.30548,0.15697,-9.61501,-0.00024,0.00186,-0.00230,38.63
1615,100726822353,-0.21961,0.22880,-9.61023,-0.00663,0.00186,-0.00337,38.63
1616,100727697697,0.02369,0.52092,-9.67717,-0.00663,0.00399,-0.00230,38.63
1617,100728573041,0.21927,0.63106,-9.72021,-0.00343,-0.00240,0.00303,38.63
1618,100729448385,0.03323,0.43951,-9.66283,0.00189,-0.00560,0.00622,38.63
1619,100730323729,-0.25300,0.21444,-9.61501,0.00296,-0.00453,0.00303,38.63
1620,100731198728,-0.27208,0.14740,-9.60545,-0.00024,-0.00134,-0.00230,38.63
1621,100732073722,-0.11466,0.35331,-9.66283,-0.00237,0.00079,-0.00230,38.63
1622,100732948716,0.13818,0.68852,-9.75846,-0.00024,0.00186,0.00090,38.63
1623,100733823710,0.20019,0.66458,-9.74412,0.00296,0.00399,0.00409,38.63
1624,100734698704,-0.09081,0.36768,-9.70587,0.00509,0.00399,0.00516,38.63
1625,100735573698,-0.29117,0.18571,-9.67717,0.00296,0.00186,-0.00123,38.63
1626,100736448692,-0.24346,0.20486,-9.66283,-0.00130,0.00505,-0.00976,38.63
1627,100737323686,-0.04310,0.47303,-9.74412,0.00083,0.00292,-0.00869,38.63
1628,100738198680,0.16680,0.67416,-9.77759,0.00722,-0.00027,-0.00230,38.63
1629,100739073674,0.05231,0.54486,-9.67717,0.00828,-0.00347,0.00303,38.63
1630,100739948380,-0.25777,0.28627,-9.61501,0.00615,-0.00134,0.00090,38.63
1631,100740823082,-0.34841,0.15219,-9.60067,0.00402,0.00079,-0.00337,38.63
1632,100741697784,-0.20530,0.26711,-9.63414,-0.00343,0.00079,-0.00763,38.64
1633,100742572486,0.08093,0.61190,-9.69152,-0.00557,-0.00027,-0.00123,38.64
1634,100743447188,0.22882,0.65021,-9.68674,0.00189,-0.00027,0.00196,38.64
1635,100744321890,-0.02402,0.37247,-9.64848,0.00402,0.00079,0.00196,38.64
1636,100745196592,-0.26254,0.16655,-9.62457,-0.00130,0.00719,-0.00017,38.64
1637,100746071294,-0.21961,0.12824,-9.61979,-0.00770,0.00612,-0.00337,38.64
1638,100746945996,-0.03833,0.37726,-9.67717,-0.01089,0.00505,-0.00337,38.64
1639,100747820698,0.17157,0.65500,-9.72499,-0.00557,0.00505,-0.00230,38.64
1640,100748695602,0.10478,0.56881,-9.68674,-0.00130,0.00186,0.00090,38.63
1641,100749570502,-0.18622,0.30542,-9.65805,0.00083,0.00292,0.00196,38.63
1642,100750445402,-0.30548,0.13782,-9.62936,-0.00024,-0.00027,-0.00230,38.64
1643,100751320302,-0.20053,0.19049,-9.64370,-0.00343,0.00399,-0.00550,38.64
1644,100752195202,0.02846,0.52092,-9.72499,-0.00130,0.00719,-0.00550,38.64
1645,100753070102,0.19065,0.65979,-9.74890,0.00189,0.00292,-0.00230,38.64
1646,100753945002,-0.00017,0.44909,-9.70108,0.00615,0.00399,-0.00123,38.64
1647,100754819902,-0.26731,0.21444,-9.67239,0.00615,0.00612,-0.00230,38.63
1648,100755694802,-0.28640,0.13782,-9.66283,0.00509,0.00825,-0.00230,38.64
1649,100756569702,-0.12420,0.32458,-9.70587,0.00296,0.01251,-0.00763,38.64
1650,100757456652,0.10955,0.64542,-9.74412,0.00402,0.01038,-0.00443,38.64
1651,100758343599,0.13818,0.64542,-9.71065,0.00828,0.00612,0.00303,38.64
1652,100759230546,-0.11943,0.39162,-9.65805,0.00615,0.00292,0.00516,38.64
1653,100760117493,-0.29594,0.22402,-9.61023,0.00509,0.00505,0.00196,38.64
1654,100761004440,-0.23392,0.20486,-9.62457,0.00189,0.00505,0.00303,38.64
1655,100761891387,-0.03833,0.45866,-9.70108,-0.00024,0.00186,0.00090,38.64
1656,100762778334,0.18111,0.67416,-9.73934,0.00083,-0.00453,0.00090,38.64
1657,100763665281,0.10001,0.54486,-9.66283,0.00189,-0.00453,0.00196,38.64
1658,100764552228,-0.18144,0.31021,-9.60067,0.00296,-0.00240,0.00196,38.64
1659,100765439175,-0.24346,0.19528,-9.61501,-0.00024,0.00079,-0.00123,38.64
1660,100766315384,-0.14328,0.29106,-9.67239,-0.00343,0.00505,-0.00443,38.64
1661,100767191589,0.08570,0.60712,-9.72977,-0.00343,0.00399,-0.00337,38.63
1662,100768067794,0.22882,0.65021,-9.71543,0.00296,-0.00027,0.00090,38.63
1663,100768943999,-0.01448,0.38204,-9.66283,0.00615,-0.00240,0.00622,38.63
1664,100769820204,-0.30071,0.16655,-9.63892,0.00189,0.00292,0.00303,38.63
1665,100770696409,-0.28640,0.10909,-9.60545,-0.00343,0.00505,-0.00230,38.63
1666,100771572614,-0.08604,0.35810,-9.63414,-0.00343,0.00505,-0.00337,38.63
1667,100772448819,0.15249,0.66937,-9.70108,0.00189,-0.00027,0.00196,38.63
1668,100773325024,0.10955,0.63106,-9.70587,0.00722,-0.00666,0.00516,38.63
1669,100774201229,-0.19099,0.36768,-9.68674,0.00615,-0.00134,0.00303,38.64
1670,100775075546,-0.29594,0.19528,-9.63414,0.00402,0.00505,-0.00337,38.63
1671,100775949860,-0.17190,0.21923,-9.61979,0.00083,0.00505,-0.00550,38.63
1672,100776824174,0.05231,0.51134,-9.68196,0.00083,0.00612,-0.00656,38.63
1673,100777698488,0.21927,0.66458,-9.69630,0.00509,0.00612,-0.00656,38.63
1674,100778572802,0.02369,0.46345,-9.64370,0.01148,0.00719,-0.00123,38.64
1675,100779447116,-0.28162,0.20486,-9.61979,0.00828,0.00825,-0.00017,38.64
1676,100780321430,-0.30071,0.09951,-9.61501,0.00296,0.00719,-0.00337,38.64
1677,100781195744,-0.12897,0.25754,-9.66761,0.00083,0.00612,-0.00869,38.64
1678,100782070058,0.12387,0.59275,-9.72977,0.00296,0.00612,-0.00337,38.64
1679,100782944372,0.17157,0.57838,-9.70108,0.00509,-0.00240,0.00196,38.64
1680,100783819050,-0.10989,0.27190,-9.63414,0.00189,-0.00240,0.00303,38.64
1681,100784693723,-0.29594,0.09472,-9.60067,-0.00024,0.00079,-0.00123,38.64
1682,100785568396,-0.19576,0.13782,-9.61979,-0.00770,0.00399,-0.00550,38.64
1683,100786443069,0.02369,0.47303,-9.70108,-0.00557,0.00505,-0.00656,38.64
1684,100787317742,0.19542,0.72204,-9.76325,-0.00343,0.00612,-0.00230,38.64
1685,100788192415,0.04754,0.57838,-9.68196,-0.00024,0.00292,0.00090,38.64
1686,100789067088,-0.26254,0.30064,-9.62457,-0.00024,0.00186,0.00196,38.64
1687,100789941761,-0.32456,0.16176,-9.61501,-0.00343,0.00292,-0.00123,38.64
1688,100790816434,-0.21007,0.27669,-9.64370,-0.00450,0.00505,-0.00017,38.64
1689,100791691107,-0.00494,0.59754,-9.71543,-0.00237,0.00399,0.00090,38.64
1690,100792566527,0.11432,0.66458,-9.72021,-0.00024,-0.00134,0.00409,38.63
1691,100793441938,-0.11943,0.42993,-9.66283,0.00296,-0.00240,0.00942,38.63
1692,100794317349,-0.36272,0.21444,-9.62936,-0.00024,0.00292,0.00409,38.63
1693,100795192760,-0.30548,0.15697,-9.61023,-0.00130,0.00505,0.00090,38.63
1694,100796068171,-0.08126,0.39641,-9.64370,-0.00343,0.00612,-0.00337,38.63
1695,100796943582,0.18588,0.67416,-9.71065,0.00083,0.00292,-0.00017,38.63
1696,100797818993,0.15726,0.58317,-9.68674,0.00828,0.00079,0.00196,38.63
1697,100798694404,-0.15759,0.31500,-9.64848,0.00935,0.00186,-0.00017,38.63
1698,100799569815,-0.29594,0.14261,-9.61979,0.00615,0.00719,-0.00550,38.63
1699,100800445226,-0.21007,0.18571,-9.63892,0.00189,0.00399,-0.00656,38.63
1700,100801320048,-0.00494,0.50655,-9.71543,0.00083,0.00292,-0.00443,38.63
1701,100802194865,0.18588,0.65021,-9.75368,0.00509,-0.00027,-0.00017,38.63
1702,100803069682,0.01892,0.47303,-9.68196,0.00722,-0.00027,0.00516,38.63
1703,100803944499,-0.27685,0.24317,-9.62457,0.00402,0.00079,0.00090,38.63
1704,100804819316,-0.30071,0.15219,-9.61979,0.00189,0.00719,-0.00230,38.63
1705,100805694133,-0.13851,0.32458,-9.66283,-0.00343,0.00719,-0.00763,38.63
1706,100806568950,0.11910,0.64542,-9.72499,-0.00130,0.00079,-0.00123,38.63
1707,100807443767,0.17634,0.64064,-9.70587,0.00083,-0.00560,0.00622,38.63
1708,100808318584,-0.10512,0.35810,-9.62936,0.00509,-0.00453,0.00622,38.63
1709,100809193401,-0.31502,0.16655,-9.58632,0.00296,-0.00027,0.00409,38.63
1710,100810068232,-0.25777,0.15697,-9.59588,-0.00130,0.00505,-0.00017,38.63
1711,100810943060,-0.05264,0.42514,-9.65805,-0.00450,0.00612,-0.00123,38.63
1712,100811817888,0.15249,0.63585,-9.68674,0.00189,0.00612,0.00090,38.63
1713,100812692716,0.04754,0.48261,-9.59110,0.00722,0.00612,0.00409,38.63
1714,100813567544,-0.24823,0.20965,-9.55285,0.00615,0.00719,0.00196,38.63
1715,100814442372,-0.32933,0.07078,-9.59110,0.00189,0.00825,-0.00230,38.63
1716,100815317200,-0.21961,0.21444,-9.65326,-0.00024,0.01038,-0.00443,38.63
1717,100816192028,0.01414,0.59275,-9.73934,-0.00024,0.01038,-0.00123,38.63
1718,100817066856,0.16203,0.64542,-9.74890,0.00509,0.00079,0.00729,38.62
1719,100817941684,-0.04787,0.37726,-9.67717,0.00615,-0.00453,0.01048,38.62
1720,100818816447,-0.29594,0.17134,-9.61501,-0.00024,0.00292,0.00835,38.62
1721,100819691208,-0.27685,0.11388,-9.60545,-0.00450,0.01145,0.00196,38.62
1722,100820565969,-0.07649,0.34852,-9.67239,-0.00557,0.01464,-0.00017,38.62
1723,100821440730,0.19065,0.65021,-9.72977,-0.00024,0.00292,0.00303,38.62
1724,100822315491,0.16680,0.56402,-9.69630,0.00615,-0.00134,0.00729,38.62
1725,100823190252,-0.15282,0.28627,-9.65326,0.00722,0.00079,0.00516,38.62
1726,100824065013,-0.31025,0.12824,-9.63414,0.00509,0.00186,0.00196,38.62
1727,100824939774,-0.25300,0.19528,-9.65805,0.00189,0.00719,-0.00123,38.62
1728,100825814535,-0.04787,0.51613,-9.72021,0.00083,0.00399,-0.00123,38.62
1729,100826689296,0.15726,0.66937,-9.72977,0.00509,0.00186,0.00409,38.62
1730,100827569012,-0.00971,0.48261,-9.64848,0.00296,-0.00240,0.00516,38.62
1731,100828448726,-0.28162,0.23359,-9.61023,0.00296,-0.00347,0.00303,38.63
1732,100829328440,-0.29117,0.11388,-9.62457,-0.00024,-0.00027,-0.00443,38.63
1733,100830208154,-0.13851,0.26711,-9.68196,-0.00663,0.00292,-0.00656,38.63
1734,100831087868,0.10955,0.62627,-9.76325,-0.00450,0.00186,-0.00230,38.64
1735,100831967582,0.17157,0.64542,-9.73456,-0.00343,-0.00347,0.00196,38.64
1736,100832847296,-0.10035,0.36289,-9.66283,0.00189,-0.00453,0.00516,38.64
1737,100833727010,-0.29117,0.20007,-9.61979,-0.00024,-0.00027,-0.00123,38.64
1738,100834606724,-0.23392,0.21444,-9.60545,-0.00450,0.00186,-0.00337,38.64
1739,100835486438,-0.02879,0.46824,-9.68674,-0.00450,0.00612,-0.00337,38.64
1740,100836361121,0.19542,0.66937,-9.76803,0.00189,0.00719,-0.00017,38.64
1741,100837235799,0.08093,0.52092,-9.71065,0.00509,0.00825,0.00409,38.64
1742,100838110477,-0.21961,0.25275,-9.63892,0.00509,0.01358,0.00516,38.64
1743,100838985155,-0.29117,0.12345,-9.61501,0.00402,0.01145,-0.00017,38.64
1744,100839859833,-0.15759,0.22402,-9.65326,-0.00024,0.01251,-0.00550,38.64
1745,100840734511,0.09524,0.55923,-9.72499,-0.00130,0.01145,-0.00656,38.65
1746,100841609189,0.20496,0.64064,-9.73456,0.00083,0.00399,0.00196,38.65
1747,100842483867,-0.05741,0.39162,-9.68196,0.00509,-0.00027,0.00196,38.65
1748,100843358545,-0.30071,0.16655,-9.62457,0.00189,0.00399,-0.00123,38.65
1749,100844233223,-0.25300,0.08993,-9.61501,-0.00450,0.00719,-0.00443,38.64
1750,100845107762,-0.08126,0.31021,-9.68196,-0.00770,0.00292,-0.00443,38.64
1751,100845982299,0.12387,0.62148,-9.74890,0.00083,0.00292,-0.00017,38.64
1752,100846856836,0.09524,0.55923,-9.73456,0.00722,0.00186,0.00196,38.64
1753,100847731373,-0.20053,0.27669,-9.67239,0.00615,-0.00240,0.00516,38.64
1754,100848605910,-0.34364,0.12345,-9.61023,-0.00024,-0.00134,0.00196,38.64
1755,100849480447,-0.23869,0.17134,-9.62936,-0.00343,0.00079,-0.00337,38.64
1756,100850354984,-0.00017,0.52092,-9.71543,-0.00450,-0.00134,-0.00123,38.64
1757,100851229521,0.19065,0.72204,-9.72977,-0.00237,-0.00240,0.00303,38.64
1758,100852104058,0.02369,0.53528,-9.66283,-0.00024,-0.00347,0.00622,38.64
1759,100852978595,-0.28162,0.27669,-9.61979,0.00189,0.00186,0.00196,38.65
1760,100853864670,-0.29117,0.16655,-9.61979,-0.00343,0.00825,-0.00337,38.64
1761,100854750742,-0.12420,0.33416,-9.69630,-0.00237,0.01038,-0.00550,38.64
1762,100855636814,0.12387,0.65500,-9.76325,0.00402,0.00505,-0.00337,38.65
1763,100856522886,0.19542,0.64542,-9.73456,0.01041,0.00292,0.00303,38.65
1764,100857408958,-0.08604,0.37726,-9.66283,0.00935,0.00505,0.00409,38.65
1765,100858295030,-0.30071,0.20486,-9.60545,0.00615,0.00292,0.00090,38.65
1766,100859181102,-0.24346,0.18571,-9.59588,0.00189,0.00505,-0.00656,38.65
1767,100860067174,-0.02402,0.43951,-9.66761,0.00083,0.00932,-0.00656,38.65
1768,100860953246,0.20496,0.65500,-9.71543,0.00509,0.00932,-0.00230,38.64
1769,100861839318,0.11432,0.52571,-9.65805,0.00828,0.00399,0.00090,38.64
1770,100862714069,-0.20053,0.26233,-9.61023,0.00402,0.00505,0.00516,38.64
1771,100863588816,-0.28640,0.12824,-9.58632,-0.00024,0.00505,-0.00123,38.64
1772,100864463563,-0.15282,0.24317,-9.63414,-0.00237,0.00505,-0.00763,38.64
1773,100865338310,0.08570,0.57359,-9.71543,-0.00130,0.01251,-0.00443,38.64
1774,100866213057,0.21927,0.65021,-9.71543,0.00083,0.00612,-0.00017,38.64
1775,100867087804,-0.01448,0.42035,-9.65805,0.00083,-0.00027,0.00516,38.64
1776,100867962551,-0.29117,0.19528,-9.63892,-0.00130,0.00292,0.00196,38.64
1777,100868837298,-0.29117,0.11388,-9.64370,-0.00663,0.00292,-0.00230,38.64
1778,100869712045,-0.10512,0.33416,-9.71065,-0.00770,0.00292,-0.00230,38.64
1779,100870586792,0.16203,0.64064,-9.77281,-0.00237,0.00292,-0.00123,38.64
1780,100871461607,0.14772,0.61190,-9.73934,0.00402,0.00719,0.00409,38.64
1781,100872336414,-0.16713,0.33895,-9.70108,0.00615,0.01038,0.00196,38.64
1782,100873211221,-0.30071,0.16176,-9.66761,0.00189,0.01038,-0.00017,38.64
1783,100874086028,-0.20053,0.20486,-9.64848,0.00083,0.01145,-0.00550,38.64
1784,100874960835,-0.00017,0.54965,-9.68196,0.00402,0.00719,-0.00550,38.64
1785,100875835642,0.17157,0.70768,-9.70587,0.00828,0.00505,-0.00017,38.64
1786,100876710449,0.01414,0.49697,-9.63892,0.00828,0.00612,0.00196,38.64
1787,100877585256,-0.26731,0.25275,-9.60067,0.00615,0.01038,-0.00230,38.64
1788,100878460063,-0.30071,0.15697,-9.62457,0.00615,0.00825,-0.00763,38.64
1789,100879334870,-0.14328,0.31979,-9.68196,-0.00024,0.00719,-0.00869,38.64
1790,100880209455,0.12387,0.63106,-9.72977,0.00189,0.00505,-0.00230,38.64
1791,100881084039,0.18588,0.64064,-9.69152,0.00083,0.00292,0.00090,38.63
1792,100881958623,-0.10035,0.35810,-9.61979,0.00083,0.00292,0.00409,38.63
1793,100882833207,-0.29117,0.15219,-9.61023,-0.00343,0.00399,0.00090,38.64
1794,100883707791,-0.22915,0.14740,-9.62457,-0.00450,0.00292,-0.00337,38.64
1795,100884582375,-0.03356,0.44909,-9.71543,-0.00663,0.00186,-0.00550,38.64
1796,100885456959,0.17157,0.68373,-9.75846,-0.00024,0.00079,-0.00230,38.64
1797,100886331543,0.06662,0.54486,-9.67239,0.00189,-0.00134,0.00409,38.64
1798,100887206127,-0.21484,0.27190,-9.62457,0.00296,-0.00240,0.00516,38.64
1799,100888080711,-0.30071,0.11866,-9.63414,0.00296,-0.00560,0.00090,38.64
1800,100888955445,-0.19576,0.22880,-9.68674,-0.00343,-0.00240,-0.00337,38.64
1801,100889830173,0.06185,0.56881,-9.73934,-0.00343,-0.00453,-0.00337,38.64
1802,100890704901,0.20973,0.64542,-9.72499,-0.00557,-0.00666,0.00303,38.64
1803,100891579629,-0.02402,0.42035,-9.68674,-0.00130,-0.00453,0.00516,38.64
1804,100892454357,-0.27208,0.21444,-9.67239,-0.00130,-0.00027,0.00196,38.64
1805,100893329085,-0.24823,0.16176,-9.65805,-0.00130,0.00079,-0.00550,38.64
1806,100894203813,-0.06695,0.36768,-9.70108,0.00296,0.00719,-0.00763,38.64
1807,100895078541,0.15726,0.65021,-9.74890,0.00615,0.00825,-0.00443,38.64
1808,100895953269,0.12864,0.60233,-9.72977,0.01148,0.00186,0.00196,38.64
1809,100896827997,-0.17190,0.34852,-9.67239,0.00828,0.00079,0.00303,38.64
1810,100897703151,-0.32456,0.20007,-9.61979,0.00509,0.00079,-0.00123,38.64
1811,100898578296,-0.26731,0.23359,-9.63892,0.00402,0.00719,-0.00656,38.64
1812,100899453441,-0.04787,0.53050,-9.70587,0.00189,0.00505,-0.00337,38.64
1813,100900328586,0.16680,0.65979,-9.70108,0.00935,0.00186,0.00303,38.64
1814,100901203731,0.02846,0.45866,-9.61979,0.01041,0.00612,0.00622,38.64
1815,100902078876,-0.23869,0.20965,-9.58632,0.01041,0.00719,0.00303,38.63
1816,100902954021,-0.25300,0.11866,-9.60545,0.00722,0.00825,-0.00230,38.63
1817,100903829166,-0.08604,0.30542,-9.67717,0.00189,0.01571,-0.00337,38.64
1818,100904704311,0.16680,0.62627,-9.74890,0.00509,0.01251,-0.00017,38.64
1819,100905579456,0.20973,0.62148,-9.70108,0.00828,0.00505,0.00516,38.64
1820,100906454114,-0.10035,0.34852,-9.63892,0.00615,0.00079,0.00622,38.64
1821,100907328772,-0.31025,0.17134,-9.60545,0.00083,-0.00347,0.00196,38.64
1822,100908203430,-0.24346,0.17134,-9.60545,-0.00130,-0.00134,-0.00443,38.64
1823,100909078088,-0.02879,0.43951,-9.70587,-0.00130,0.00186,-0.00656,38.64
1824,100909952746,0.19065,0.66937,-9.75368,0.00402,-0.00027,0.00196,38.63
1825,100910827404,0.07616,0.52092,-9.65326,0.00402,-0.00773,0.00622,38.64
1826,100911702062,-0.24823,0.23838,-9.59110,0.00083,-0.00027,0.00090,38.64
1827,100912576720,-0.31502,0.10909,-9.59110,0.00189,0.00612,-0.00443,38.64
1828,100913451378,-0.16236,0.23838,-9.62457,-0.00130,0.00932,-0.00550,38.64
