i,timestamp(ns),AX(m/s2),AY(m/s2),AZ(m/s2),GX(rad/s),GY(rad/s),GZ(rad/s),T(C)
4279,103058793135,-0.10035,0.39162,-9.63892,0.00083,0.00079,0.00303,38.76
4280,103059675689,-0.30071,0.20965,-9.61023,0.00296,0.00399,-0.00230,38.76
4281,103060558243,-0.24346,0.20965,-9.62936,-0.00024,0.00505,-0.00763,38.76
4282,103061440797,-0.05264,0.45388,-9.68196,-0.00024,0.00825,-0.00656,38.76
4283,103062323351,0.16203,0.65979,-9.72977,0.00189,0.00079,-0.00230,38.76
4284,103063205905,0.03800,0.53528,-9.68674,0.00402,-0.00453,0.00196,38.76
4285,103064088459,-0.24823,0.30064,-9.63414,0.00189,-0.00027,0.00409,38.76
4286,103064963803,-0.30071,0.20007,-9.62457,0.00083,-0.00027,0.00090,38.76
4287,103065839146,-0.16236,0.32458,-9.67239,-0.00237,0.00079,-0.00337,38.76
4288,103066714489,0.11432,0.63106,-9.73456,0.00296,0.00505,-0.00230,38.76
4289,103067589832,0.21450,0.64542,-9.71065,0.00828,0.00399,0.00303,38.76
4290,103068465175,-0.07172,0.37726,-9.63892,0.00722,0.00505,0.00516,38.76
4291,103069340518,-0.31502,0.18571,-9.59588,0.00615,0.00612,0.00196,38.76
4292,103070215861,-0.27685,0.20007,-9.61501,0.00083,0.01038,-0.00443,38.76
4293,103071091204,-0.04310,0.47782,-9.68674,0.00083,0.00932,-0.00656,38.76
4294,103071966547,0.20019,0.65979,-9.71065,0.00189,0.00825,-0.00230,38.76
4295,103072841890,0.06662,0.52571,-9.62457,0.00722,0.00719,-0.00123,38.76
4296,103073717519,-0.26254,0.27190,-9.58632,0.00509,0.00612,-0.00017,38.76
4297,103074593141,-0.31979,0.16176,-9.60545,0.00402,0.00932,-0.00550,38.76
4298,103075468763,-0.17190,0.29585,-9.65805,-0.00024,0.00932,-0.00869,38.76
4299,103076344385,0.08093,0.59754,-9.73456,-0.00024,0.01038,-0.00443,38.76
4300,103077220007,0.15726,0.63585,-9.70108,0.00189,0.00292,0.00409,38.76
4301,103078095629,-0.08604,0.38204,-9.60067,0.00509,-0.00134,0.00303,38.76
4302,103078971251,-0.27685,0.18571,-9.56719,-0.00130,-0.00134,0.00196,38.76
4303,103079846873,-0.23392,0.17613,-9.61501,-0.00237,0.00612,-0.00443,38.76
4304,103080722495,-0.04310,0.45866,-9.70587,-0.00024,0.00825,-0.00763,38.76
4305,103081598117,0.18588,0.68373,-9.72977,-0.00130,0.00399,-0.00443,38.76
4306,103082473823,0.08093,0.53528,-9.64370,0.00722,-0.00666,0.00516,38.76
4307,103083349526,-0.24823,0.25754,-9.61023,0.00083,-0.00560,0.00729,38.76
4308,103084225229,-0.31502,0.14740,-9.62936,-0.00343,-0.00347,0.00303,38.75
4309,103085100932,-0.16236,0.29106,-9.70587,-0.00130,0.00292,-0.00017,38.75
4310,103085976635,0.09047,0.60712,-9.75846,0.00083,0.00612,-0.00123,38.75
4311,103086852338,0.16680,0.64064,-9.69630,0.00402,-0.00560,0.00622,38.76
4312,103087728041,-0.10512,0.39162,-9.61979,0.00402,-0.00666,0.00835,38.76
4313,103088603744,-0.30548,0.20007,-9.60545,0.00296,-0.00027,0.00516,38.76
4314,103089479447,-0.26254,0.18092,-9.63892,-0.00237,0.00186,-0.00017,38.75
4315,103090355150,-0.05741,0.44430,-9.71543,-0.00237,0.00292,-0.00230,38.75
4316,103091230470,0.18111,0.64542,-9.75368,0.00296,0.00292,-0.00017,38.75
4317,103092105790,0.05231,0.50655,-9.65805,0.00509,-0.00134,0.00622,38.76
4318,103092981110,-0.24823,0.27190,-9.59588,0.00722,0.00292,0.00516,38.76
4319,103093856430,-0.28640,0.16176,-9.60545,0.00615,0.00719,-0.00017,38.76
4320,103094731750,-0.15759,0.29585,-9.67717,0.00083,0.00825,-0.00443,38.75
4321,103095607070,0.08570,0.60712,-9.74890,0.00083,0.00505,-0.00443,38.75
4322,103096482390,0.19542,0.64064,-9.71065,0.00189,-0.00027,0.00303,38.75
4323,103097357710,-0.07649,0.40599,-9.63892,0.00189,-0.00027,0.00303,38.75
4324,103098233030,-0.30548,0.21923,-9.61501,0.00402,0.00719,-0.00017,38.75
4325,103099108350,-0.24823,0.20965,-9.64848,-0.00024,0.00719,-0.00443,38.75
4326,103099983227,-0.03833,0.47782,-9.72977,-0.00024,0.00825,-0.00443,38.75
4327,103100858101,0.17634,0.68852,-9.76325,0.00296,0.00186,-0.00017,38.75
4328,103101732975,0.07616,0.55444,-9.68196,0.00402,-0.00027,0.00409,38.75
4329,103102607849,-0.21484,0.26711,-9.62936,0.00296,-0.00134,0.00729,38.75
4330,103103482723,-0.28640,0.10909,-9.61979,-0.00130,-0.00240,0.00196,38.75
4331,103104357597,-0.15282,0.25754,-9.65805,-0.00343,-0.00240,-0.00230,38.75
4332,103105232471,0.11432,0.63106,-9.71065,-0.00024,-0.00027,-0.00123,38.75
4333,103106107345,0.20973,0.67895,-9.67717,0.00828,-0.00347,0.00409,38.76
4334,103106982219,-0.08126,0.41078,-9.61501,0.00509,-0.00134,0.00622,38.75
4335,103107857093,-0.31502,0.21444,-9.60545,0.00296,-0.00240,0.00090,38.76
4336,103108732516,-0.24346,0.18571,-9.63892,-0.00130,0.00186,-0.00550,38.76
4337,103109607934,-0.02402,0.40599,-9.70587,-0.00130,0.00612,-0.00337,38.76
4338,103110483352,0.19065,0.58796,-9.74412,0.00296,0.00079,0.00090,38.76
4339,103111358770,0.07139,0.46345,-9.68196,0.00509,-0.00240,0.00303,38.76
4340,103112234188,-0.21961,0.21444,-9.62457,0.00402,0.00079,0.00196,38.76
4341,103113109606,-0.27208,0.10430,-9.60545,0.00189,0.00292,-0.00017,38.76
4342,103113985024,-0.15282,0.26233,-9.68196,-0.00130,0.00292,-0.00230,38.76
4343,103114860442,0.09047,0.59754,-9.74890,0.00189,0.00292,-0.00337,38.76
4344,103115735860,0.18111,0.63106,-9.72499,0.00828,-0.00134,0.00196,38.76
4345,103116611278,-0.09558,0.36768,-9.65326,0.00722,-0.00027,0.00303,38.76
4346,103117486593,-0.31979,0.15219,-9.61979,0.00402,0.00292,0.00090,38.76
4347,103118361908,-0.25777,0.13782,-9.64370,-0.00024,0.00612,-0.00443,38.76
4348,103119237223,-0.02402,0.42993,-9.71065,-0.00237,0.00399,-0.00337,38.76
4349,103120112538,0.22405,0.67416,-9.74412,0.00083,0.00292,-0.00123,38.76
4350,103120987853,0.12387,0.54965,-9.68196,0.00083,0.00399,0.00090,38.76
4351,103121863168,-0.18144,0.28148,-9.62936,-0.00024,0.00719,0.00196,38.76
4352,103122738483,-0.25300,0.15219,-9.62936,-0.00450,0.00505,-0.00017,38.76
4353,103123613798,-0.11466,0.27669,-9.69630,-0.00663,0.00825,-0.00230,38.76
4354,103124489113,0.14772,0.61190,-9.72977,-0.00130,0.00399,-0.00123,38.76
4355,103125364428,0.21927,0.66937,-9.67239,0.00615,-0.00240,0.00729,38.76
4356,103126239376,-0.07649,0.39641,-9.60545,0.00402,-0.00027,0.00622,38.76
4357,103127114319,-0.31502,0.18092,-9.58154,-0.00343,-0.00027,0.00090,38.76
4358,103127989262,-0.27208,0.18092,-9.59588,-0.00557,0.00079,-0.00230,38.76
4359,103128864205,-0.02402,0.45866,-9.71065,-0.00450,0.00186,-0.00337,38.76
4360,103129739148,0.21927,0.66458,-9.77759,0.00083,-0.00560,-0.00017,38.77
4361,103130614091,0.09524,0.52571,-9.68196,0.00509,-0.00240,0.00303,38.77
4362,103131489034,-0.22438,0.26711,-9.62457,0.00828,-0.00134,-0.00123,38.76
4363,103132363977,-0.28640,0.13303,-9.64370,0.00402,0.00399,-0.00550,38.76
4364,103133238920,-0.15759,0.25275,-9.72021,0.00296,0.01145,-0.00869,38.76
4365,103134113863,0.08570,0.56881,-9.78716,0.00402,0.01145,-0.00550,38.76
4366,103134988985,0.18588,0.62627,-9.73934,0.00935,0.00612,-0.00017,38.76
4367,103135864104,-0.08126,0.37726,-9.63892,0.00722,0.00612,0.00303,38.76
4368,103136739223,-0.31025,0.17613,-9.60545,0.00189,0.00612,0.00303,38.76
4369,103137614342,-0.26254,0.16655,-9.62457,-0.00343,0.00719,-0.00230,38.76
4370,103138489461,-0.02879,0.44430,-9.70587,-0.00237,0.00505,-0.00337,38.76
4371,103139364580,0.21450,0.65979,-9.73934,0.00296,-0.00027,-0.00123,38.76
4372,103140239699,0.09047,0.52571,-9.64848,0.00722,-0.00453,0.00409,38.76
4373,103141114818,-0.22438,0.26711,-9.59588,0.00296,-0.00240,0.00409,38.76
4374,103141989937,-0.29594,0.14740,-9.59588,-0.00130,-0.00134,0.00090,38.76
4375,103142865056,-0.15282,0.27190,-9.67239,-0.00237,0.00186,-0.00550,38.76
4376,103143740518,0.10478,0.57359,-9.73934,0.00189,0.00186,-0.00443,38.76
4377,103144615976,0.19542,0.60233,-9.70108,0.00509,0.00292,0.00303,38.76
4378,103145491434,-0.08604,0.34373,-9.61979,0.00722,0.00399,0.00409,38.76
4379,103146366892,-0.29117,0.14740,-9.57197,0.00402,0.00292,0.00196,38.76
4380,103147242350,-0.21961,0.13782,-9.60067,-0.00343,0.00292,-0.00443,38.76
4381,103148117808,-0.00017,0.42993,-9.69152,-0.00343,0.00719,-0.00337,38.76
4382,103148993266,0.22405,0.66458,-9.72021,0.00083,0.00079,-0.00017,38.76
4383,103149868724,0.10001,0.53050,-9.63892,0.00615,-0.00027,0.00516,38.76
4384,103150744182,-0.22438,0.25275,-9.58632,0.00189,0.00186,0.00196,38.77
4385,103151619640,-0.28640,0.11866,-9.59110,-0.00024,0.00505,-0.00337,38.77
4386,103152495075,-0.15282,0.25754,-9.66283,-0.00237,0.00612,-0.00550,38.77
4387,103153370510,0.09047,0.59754,-9.74412,0.00083,0.00505,-0.00656,38.77
4388,103154245945,0.17157,0.65021,-9.71543,0.00296,-0.00027,-0.00017,38.77
4389,103155121380,-0.10989,0.37726,-9.62457,0.00615,0.00079,0.00409,38.77
4390,103155996815,-0.33410,0.17613,-9.58154,0.00509,0.00079,0.00196,38.77
4391,103156872250,-0.28640,0.16176,-9.61023,0.00296,0.00505,-0.00869,38.77
4392,103157747685,-0.06695,0.43472,-9.69630,0.00402,0.00612,-0.00550,38.76
4393,103158623120,0.15249,0.64064,-9.73934,0.00615,0.00079,-0.00017,38.76
4394,103159498555,0.03323,0.51613,-9.66283,0.00509,-0.00453,0.00409,38.76
4395,103160373990,-0.24823,0.27190,-9.58154,0.00083,-0.00134,0.00303,38.77
4396,103161251824,-0.29594,0.16176,-9.58632,-0.00024,-0.00027,-0.00017,38.77
4397,103162129654,-0.15759,0.30064,-9.65326,-0.00343,-0.00240,-0.00230,38.77
4398,103163007484,0.10001,0.59754,-9.72021,-0.00130,-0.00027,-0.00230,38.77
4399,103163885314,0.17634,0.61669,-9.70108,0.00828,-0.00240,0.00409,38.77
4400,103164763144,-0.10035,0.35331,-9.65326,0.00615,-0.00453,0.00409,38.77
4401,103165640974,-0.29594,0.16655,-9.63414,0.00189,-0.00347,0.00196,38.77
4402,103166518804,-0.23392,0.18092,-9.65326,0.00189,0.00186,-0.00230,38.77
4403,103167396634,-0.01925,0.47303,-9.73934,0.00296,0.00612,-0.00017,38.77
4404,103168274464,0.20496,0.66937,-9.76325,0.00509,0.00399,0.00516,38.77
4405,103169152294,0.07616,0.50655,-9.68196,0.00722,0.00505,0.00622,38.77
4406,103170027435,-0.23869,0.24317,-9.64848,0.00189,0.00292,0.00622,38.78
4407,103170902567,-0.31025,0.14740,-9.63892,0.00083,-0.00027,-0.00123,38.77
4408,103171777699,-0.15759,0.29106,-9.66283,-0.00237,0.00505,-0.00656,38.77
4409,103172652831,0.10001,0.60712,-9.71065,0.00189,0.00292,-0.00443,38.77
4410,103173527963,0.17157,0.64064,-9.68674,0.00509,0.00505,-0.00230,38.76
4411,103174403095,-0.09081,0.37247,-9.62936,0.00615,-0.00027,0.00196,38.76
4412,103175278227,-0.27685,0.16655,-9.58154,0.00615,0.00079,0.00090,38.76
4413,103176153359,-0.21007,0.15697,-9.59588,-0.00130,0.00186,-0.00123,38.76
4414,103177028491,-0.00017,0.44909,-9.69152,-0.00343,0.00186,-0.00123,38.77
4415,103177903623,0.19542,0.65979,-9.72977,-0.00343,-0.00347,0.00409,38.77
4416,103178778835,0.06662,0.50176,-9.65805,-0.00343,-0.00347,0.00516,38.77
4417,103179654045,-0.22438,0.24317,-9.61979,-0.00450,-0.00134,0.00516,38.77
4418,103180529255,-0.28640,0.13303,-9.65326,-0.00450,-0.00027,0.00090,38.77
4419,103181404465,-0.13374,0.29585,-9.71065,-0.00876,0.00399,-0.00123,38.77
4420,103182279675,0.15249,0.61190,-9.75846,-0.00663,0.00079,0.00196,38.77
4421,103183154885,0.21927,0.63585,-9.72021,-0.00024,-0.00453,0.00516,38.77
4422,103184030095,-0.08126,0.38683,-9.65326,0.00083,-0.00240,0.00516,38.77
4423,103184905305,-0.29117,0.19049,-9.62457,-0.00024,0.00186,0.00303,38.76
4424,103185780515,-0.23869,0.19049,-9.65326,-0.00343,0.00186,-0.00230,38.76
4425,103186655725,-0.01925,0.46824,-9.69630,-0.00130,0.00079,-0.00123,38.76
4426,103187532367,0.19065,0.65021,-9.68674,0.00189,0.00186,0.00303,38.76
4427,103188409007,0.04754,0.49697,-9.61501,0.00722,0.00292,0.00622,38.76
4428,103189285647,-0.24823,0.25275,-9.60545,0.00509,0.00292,0.00516,38.76
4429,103190162287,-0.29594,0.14740,-9.61979,0.00083,0.00719,-0.00017,38.76
4430,103191038927,-0.12897,0.31500,-9.68674,-0.00024,0.00825,-0.00443,38.76
4431,103191915567,0.13341,0.66937,-9.73456,-0.00024,0.01038,-0.00230,38.76
4432,103192792207,0.19065,0.69810,-9.69152,0.00296,0.01145,0.00196,38.76
4433,103193668847,-0.10512,0.38683,-9.63892,0.00615,0.00825,0.00090,38.76
4434,103194545487,-0.30548,0.15697,-9.61501,0.00509,0.00719,-0.00123,38.77
4435,103195422127,-0.24346,0.17134,-9.62936,0.00083,0.00399,-0.00656,38.77
4436,103196297320,-0.00017,0.48261,-9.70108,0.00189,0.00399,-0.00550,38.77
4437,103197172507,0.22882,0.66458,-9.72499,0.00296,-0.00027,-0.00123,38.76
4438,103198047694,0.07616,0.50176,-9.64370,0.00296,-0.00134,0.00196,38.76
4439,103198922881,-0.21484,0.26233,-9.61979,0.00296,0.00399,-0.00017,38.76
4440,103199798068,-0.24823,0.15697,-9.66283,-0.00024,0.00825,-0.00443,38.76
4441,103200673255,-0.10035,0.31979,-9.73456,-0.00237,0.00719,-0.00656,38.76
4442,103201548442,0.14772,0.62627,-9.76803,0.00083,0.00825,-0.00550,38.76
4443,103202423629,0.19542,0.62627,-9.71065,0.00722,0.00186,0.00090,38.76
4444,103203298816,-0.12420,0.35810,-9.64370,0.00402,0.00186,0.00516,38.76
4445,103204174003,-0.32933,0.17134,-9.61501,0.00083,0.00186,0.00196,38.76
4446,103205048979,-0.25300,0.20486,-9.61023,-0.00237,0.00612,-0.00443,38.77
4447,103205923955,-0.00494,0.49697,-9.65805,-0.00343,0.00505,-0.00230,38.77
4448,103206798931,0.21450,0.63106,-9.68196,-0.00237,0.00292,0.00409,38.77
4449,103207673907,0.04754,0.45388,-9.62457,0.00296,0.00292,0.00303,38.77
4450,103208548883,-0.27685,0.20965,-9.60545,0.00615,0.00186,0.00409,38.77
4451,103209423859,-0.30071,0.09951,-9.62936,0.00189,0.00079,-0.00017,38.77
4452,103210298835,-0.10512,0.25275,-9.69630,-0.00130,0.00505,-0.00337,38.77
4453,103211173811,0.14772,0.57838,-9.76325,-0.00024,0.00612,-0.00123,38.77
4454,103212048787,0.17634,0.61669,-9.73456,0.00296,0.00079,0.00729,38.77
4455,103212923763,-0.12420,0.36768,-9.68196,0.00509,0.00079,0.00622,38.76
4456,103213798925,-0.30071,0.15697,-9.64848,-0.00024,0.00186,-0.00123,38.76
4457,103214674081,-0.20053,0.15697,-9.66761,-0.00024,0.00505,-0.00443,38.76
4458,103215549237,0.02846,0.48261,-9.73456,-0.00024,0.00612,-0.00337,38.76
4459,103216424393,0.21927,0.66458,-9.74412,0.00615,0.00719,-0.00017,38.76
4460,103217299549,0.02846,0.47782,-9.66283,0.00722,0.00505,0.00196,38.76
4461,103218174705,-0.25300,0.22880,-9.61023,0.00189,0.00292,-0.00017,38.76
4462,103219049861,-0.27685,0.13782,-9.61023,-0.00024,0.00612,-0.00443,38.76
4463,103219925017,-0.09558,0.30064,-9.64848,-0.00450,0.00612,-0.00550,38.76
4464,103220800173,0.16680,0.59754,-9.71065,-0.00663,0.00079,-0.00123,38.76
4465,103221675329,0.13341,0.59754,-9.69630,-0.00130,-0.00347,0.00516,38.76
4466,103222552917,-0.17190,0.32937,-9.64848,-0.00130,-0.00453,0.00835,38.76
4467,103223430499,-0.31025,0.16655,-9.62936,-0.00343,-0.00240,0.00196,38.77
4468,103224308081,-0.23869,0.22402,-9.65805,-0.00450,-0.00240,-0.00017,38.77
4469,103225185663,-0.00017,0.51134,-9.72499,-0.00450,-0.00240,0.00196,38.77
4470,103226063245,0.20973,0.62627,-9.72977,0.00083,-0.00453,0.00090,38.77
4471,103226940827,0.01414,0.43951,-9.66283,0.00615,-0.00560,0.00303,38.77
4472,103227818409,-0.27685,0.20486,-9.64848,0.00296,-0.00240,0.00090,38.77
4473,103228695991,-0.29117,0.11388,-9.65805,0.00083,-0.00027,-0.00443,38.77
4474,103229573573,-0.10989,0.30542,-9.67717,-0.00237,-0.00027,-0.00550,38.77
4475,103230451155,0.15249,0.59275,-9.74412,0.00296,0.00292,-0.00123,38.77
4476,103231326738,0.16680,0.54965,-9.73456,0.00402,0.00612,0.00303,38.77
4477,103232202320,-0.13851,0.30064,-9.69152,0.00296,0.01145,0.00622,38.77
4478,103233077902,-0.30548,0.13303,-9.64848,-0.00130,0.01145,-0.00017,38.77
4479,103233953484,-0.22915,0.19049,-9.65805,-0.00663,0.00932,-0.00337,38.77
4480,103234829066,-0.00017,0.54007,-9.71065,-0.00237,0.00719,-0.00550,38.77
4481,103235704648,0.17157,0.68373,-9.72021,0.00509,0.00186,0.00090,38.77
4482,103236580230,-0.01448,0.46345,-9.66761,0.00615,-0.00453,0.00196,38.77
4483,103237455812,-0.27208,0.20007,-9.64370,0.00509,0.00292,0.00196,38.77
4484,103238331394,-0.27685,0.10430,-9.64848,0.00083,0.00932,-0.00337,38.77
4485,103239206976,-0.08604,0.31021,-9.68674,-0.00130,0.00825,-0.00763,38.77
4486,103240082251,0.17634,0.62148,-9.72499,-0.00024,0.00505,-0.00443,38.77
4487,103240957521,0.13818,0.58317,-9.67239,0.00083,0.00186,-0.00017,38.77
4488,103241832791,-0.17667,0.29585,-9.60545,0.00189,0.00399,0.00196,38.77
4489,103242708061,-0.31502,0.14261,-9.58632,-0.00450,0.00292,-0.00123,38.77
4490,103243583331,-0.21007,0.23359,-9.62936,-0.00770,-0.00134,-0.00550,38.77
4491,103244458601,0.02846,0.57359,-9.70587,-0.00557,-0.00027,-0.00550,38.78
4492,103245333871,0.21450,0.68373,-9.70108,0.00083,-0.00134,-0.00017,38.78
4493,103246209141,0.01892,0.46345,-9.62936,0.00296,-0.00134,0.00622,38.78
4494,103247084411,-0.28162,0.22402,-9.60545,0.00083,-0.00240,0.00516,38.78
4495,103247959681,-0.30071,0.13782,-9.61501,-0.00343,-0.00027,-0.00230,38.78
4496,103248834621,-0.08604,0.34852,-9.66283,-0.00450,0.00079,-0.00443,38.78
4497,103249709557,0.18111,0.62148,-9.70587,0.00189,-0.00027,-0.00230,38.78
4498,103250584493,0.11910,0.55444,-9.66283,0.00828,-0.00027,0.00090,38.78
4499,103251459429,-0.21484,0.29106,-9.61023,0.00615,-0.00027,-0.00017,38.78
4500,103252334365,-0.33410,0.14261,-9.61501,0.00083,0.00079,-0.00230,38.79
4501,103253209301,-0.21961,0.22402,-9.65326,-0.00450,0.00399,-0.00337,38.78
4502,103254084237,0.01414,0.54486,-9.69152,-0.00237,0.00505,-0.00230,38.78
4503,103254959173,0.17157,0.66458,-9.69152,0.00722,-0.00027,0.00090,38.78
4504,103255834109,-0.02879,0.45388,-9.63892,0.00935,-0.00347,0.00409,38.77
4505,103256709045,-0.28162,0.20965,-9.60545,0.00615,-0.00347,0.00196,38.78
4506,103257584576,-0.25777,0.13782,-9.60067,-0.00130,-0.00027,-0.00443,38.78
4507,103258460100,-0.04787,0.37247,-9.65805,-0.00024,0.00612,-0.00869,38.78
4508,103259335624,0.22405,0.65500,-9.72021,0.00402,0.00186,-0.00550,38.77
4509,103260211148,0.16680,0.58317,-9.65805,0.00402,0.00079,0.00303,38.77
4510,103261086672,-0.16713,0.31979,-9.61023,0.00402,0.00079,0.00409,38.78
4511,103261962196,-0.30071,0.16176,-9.62936,-0.00130,0.00399,-0.00017,38.77
4512,103262837720,-0.20053,0.22402,-9.67717,-0.00450,0.00399,-0.00656,38.78
4513,103263713244,0.05231,0.52571,-9.72977,-0.00663,0.00079,-0.00337,38.78
4514,103264588768,0.17634,0.62148,-9.70108,-0.00024,-0.00666,0.00196,38.78
4515,103265464292,-0.05741,0.41557,-9.63414,0.00296,-0.00666,0.00196,38.78
4516,103266339281,-0.28640,0.20007,-9.62457,-0.00024,-0.00134,0.00196,38.78
4517,103267214269,-0.25777,0.17134,-9.63892,-0.00237,0.00292,-0.00123,38.78
4518,103268089257,-0.06695,0.42035,-9.69630,-0.00130,0.00612,-0.00443,38.77
4519,103268964245,0.17634,0.65500,-9.74890,0.00083,0.00505,-0.00017,38.78
4520,103269839233,0.10955,0.54965,-9.69152,0.00615,0.00719,0.00196,38.78
4521,103270714221,-0.20053,0.28627,-9.61979,0.00615,0.00505,0.00090,38.78
4522,103271589209,-0.30548,0.14740,-9.60067,0.00189,0.00399,-0.00230,38.78
4523,103272464197,-0.18144,0.26711,-9.64848,-0.00237,0.00719,-0.00550,38.78
4524,103273339185,0.08093,0.60712,-9.70108,0.00083,0.00719,-0.00656,38.78
4525,103274214173,0.20496,0.65979,-9.66761,0.00402,0.00186,0.00090,38.78
4526,103275089710,-0.04787,0.39641,-9.59110,0.00296,-0.00240,0.00729,38.78
4527,103275965239,-0.27685,0.17613,-9.56719,0.00083,0.00186,0.00090,38.77
4528,103276840768,-0.22915,0.15697,-9.59588,-0.00024,0.00719,-0.00550,38.77
4529,103277716297,-0.03356,0.42035,-9.68674,0.00189,0.00825,-0.00869,38.77
4530,103278591826,0.19542,0.66458,-9.74412,0.00189,0.00505,-0.00123,38.77
4531,103279467355,0.10478,0.55923,-9.66761,0.00189,-0.00240,0.00196,38.78
4532,103280342884,-0.20530,0.28627,-9.60545,0.00296,-0.00240,0.00196,38.77
4533,103281218413,-0.29594,0.13303,-9.62457,-0.00024,-0.00134,-0.00123,38.77
4534,103282093942,-0.17667,0.23359,-9.70108,-0.00663,0.00292,-0.00550,38.77
4535,103282969471,0.07139,0.56881,-9.77281,-0.00343,0.00292,-0.00443,38.77
4536,103283844456,0.18588,0.64064,-9.71065,0.00402,0.00292,-0.00230,38.78
4537,103284719437,-0.05264,0.39162,-9.62457,0.00509,0.00292,0.00196,38.78
4538,103285594418,-0.25777,0.19528,-9.59110,0.00189,0.00399,0.00196,38.78
4539,103286469399,-0.21961,0.17134,-9.61979,0.00402,0.00612,-0.00337,38.78
4540,103287344380,-0.01925,0.42993,-9.70108,0.00189,0.00399,-0.00656,38.78
4541,103288219361,0.21450,0.65021,-9.73456,0.00615,0.00505,-0.00230,38.78
4542,103289094342,0.08093,0.51613,-9.65326,0.00828,-0.00134,0.00090,38.78
4543,103289969323,-0.24823,0.23359,-9.60067,0.00509,-0.00240,0.00090,38.78
4544,103290844304,-0.31979,0.11388,-9.61023,0.00189,0.00186,-0.00443,38.78
4545,103291719285,-0.17190,0.25275,-9.65805,0.00083,0.00719,-0.00443,38.78
4546,103292594347,0.08093,0.57838,-9.72021,-0.00237,0.01038,-0.00550,38.78
4547,103293469409,0.16203,0.61190,-9.72499,0.00189,0.00292,0.00196,38.79
4548,103294344471,-0.12897,0.35810,-9.66283,0.00296,0.00399,0.00303,38.79
4549,103295219533,-0.33410,0.16655,-9.61979,0.00083,0.00825,0.00196,38.78
4550,103296094595,-0.24823,0.15219,-9.62936,-0.00024,0.00612,-0.00017,38.78
4551,103296969657,-0.01448,0.42514,-9.71065,-0.00130,0.00932,-0.00550,38.78
4552,103297844719,0.20496,0.62148,-9.75368,0.00722,0.00932,-0.00230,38.78
4553,103298719781,0.04277,0.49219,-9.65805,0.01254,0.00292,0.00196,38.78
4554,103299594843,-0.29117,0.24796,-9.60545,0.00935,0.00292,-0.00017,38.78
4555,103300469905,-0.33887,0.13782,-9.62457,0.00509,0.00612,-0.00337,38.78
4556,103301344919,-0.17667,0.28148,-9.67717,0.00189,0.00292,-0.00123,38.78
4557,103302219927,0.10955,0.60712,-9.73934,0.00189,-0.00453,-0.00017,38.78
4558,103303094935,0.18588,0.64064,-9.72021,0.00509,-0.01092,0.00303,38.78
4559,103303969943,-0.12420,0.36768,-9.65805,0.00296,-0.00453,0.00622,38.78
4560,103304844951,-0.32933,0.15219,-9.61023,-0.00237,0.00399,0.00196,38.78
4561,103305719959,-0.27208,0.14740,-9.62457,-0.00237,0.00612,-0.00230,38.78
4562,103306594967,-0.04787,0.44909,-9.69630,0.00296,0.00719,-0.00443,38.78
4563,103307469975,0.19065,0.67416,-9.73934,0.00296,0.00079,0.00196,38.78
4564,103308344983,0.04754,0.55444,-9.67239,0.00509,0.00079,0.00303,38.78
4565,103309219991,-0.27208,0.29585,-9.61501,0.00402,0.00719,0.00090,38.78
4566,103310097917,-0.31979,0.16176,-9.61501,-0.00130,0.00505,-0.00230,38.78
4567,103310975842,-0.14805,0.30542,-9.66283,-0.00450,0.00186,-0.00763,38.78
4568,103311853767,0.13341,0.63585,-9.72977,-0.00024,-0.00027,-0.00337,38.78
4569,103312731692,0.18588,0.65500,-9.70587,0.00935,-0.00347,-0.00017,38.78
4570,103313609617,-0.11466,0.37726,-9.64370,0.00509,-0.00453,-0.00017,38.79
4571,103314487542,-0.29594,0.19528,-9.62457,0.00189,-0.00240,-0.00550,38.78
4572,103315365467,-0.22438,0.20965,-9.63414,-0.00130,0.00612,-0.00656,38.78
4573,103316243392,-0.00017,0.48261,-9.69152,0.00083,0.00825,-0.00656,38.78
4574,103317121317,0.21450,0.64064,-9.72977,0.00189,0.00612,-0.00017,38.78
4575,103317999242,0.06185,0.47303,-9.65326,0.00509,0.00079,0.00303,38.78
4576,103318874282,-0.25777,0.23838,-9.60067,0.00402,0.00292,0.00196,38.78
4577,103319749319,-0.31025,0.15219,-9.61501,-0.00024,0.00399,-0.00230,38.78
4578,103320624356,-0.13851,0.32458,-9.69630,-0.00024,0.00612,-0.00337,38.77
4579,103321499393,0.13341,0.62148,-9.75846,0.00189,0.00399,-0.00123,38.77
4580,103322374430,0.17157,0.61190,-9.71065,0.00509,0.00292,0.00196,38.77
4581,103323249467,-0.12897,0.32937,-9.65805,0.00722,-0.00134,0.00622,38.77
4582,103324124504,-0.29594,0.13303,-9.62936,0.00402,0.00186,0.00196,38.77
4583,103324999541,-0.21007,0.17613,-9.65805,0.00402,0.00292,-0.00230,38.77
4584,103325874578,0.00937,0.46345,-9.72977,0.00509,0.00719,-0.00337,38.77
4585,103326749615,0.18111,0.61669,-9.74412,0.00509,0.00505,0.00090,38.76
4586,103327625203,-0.01448,0.46345,-9.68196,0.00402,0.00079,0.00622,38.76
4587,103328500783,-0.29117,0.23359,-9.66283,-0.00024,-0.00347,0.00409,38.76
4588,103329376363,-0.31502,0.14740,-9.67717,0.00402,0.00079,-0.00337,38.76
